# awards.csv v0.3 — 검수 진행 중 (CURSOR_GUIDE §4.4 게이트)
# source(검수 URL):
#   https://lol.fandom.com/wiki/Worlds_MVP
#   https://lol.fandom.com/wiki/LCK/Season_MVP
#   https://lol.fandom.com/wiki/LCK/Finals_MVP
#   https://lol.fandom.com/wiki/LCK/All-Pro_Team
# 생성: AI 학습 데이터 기반 + 호빈 웹검색 검증 병행
# 표기: # ? = 불확실(플레이어 또는 스플릿 미확인) / # ~ = 추정(유력하나 소스 미확인)
# split: SPRING/SUMMER/WINTER/NONE (연간 단일 수상 또는 스플릿 미상)
# MSI_MVP는 §6.1 가점 대상 아님 — 주석 보존만 (04-ratings 미사용)
playerId,year,league,award,value,split
Canyon,2019,LCK,SEASON_MVP,,SUMMER
# ? 2020 스프링 SEASON_MVP — 확인 필요
ShowMaker,2020,LCK,SEASON_MVP,,SUMMER
Canyon,2021,LCK,SEASON_MVP,,SPRING
Peanut,2021,LCK,SEASON_MVP,,SUMMER
Keria,2022,LCK,SEASON_MVP,,SPRING
Ruler,2022,LCK,SEASON_MVP,,SUMMER
# ? 2023 스프링 SEASON_MVP — 확인 필요
# ? 2023 서머 SEASON_MVP — 확인 필요
Chovy,2024,LCK,SEASON_MVP,,SPRING
Chovy,2024,LCK,SEASON_MVP,,SUMMER

# ═══════════════════════════════════════════════════
# LCK FINALS_MVP (§6.1 +4 / 행별 합산)
# 2015~2019: 포스트시즌 MVP → FINALS_MVP(+4) 매핑 (시대 공정성)
# 2020+: 공식 Finals MVP 제도 시작
# ═══════════════════════════════════════════════════
Easyhoon,2015,LCK,FINALS_MVP,,SPRING
Faker,2015,LCK,FINALS_MVP,,SUMMER
Duke,2016,LCK,FINALS_MVP,,SPRING
Kuro,2016,LCK,FINALS_MVP,,SUMMER
Peanut,2017,LCK,FINALS_MVP,,SPRING
Khan,2017,LCK,FINALS_MVP,,SUMMER
PraY,2018,LCK,FINALS_MVP,,SPRING
Score,2018,LCK,FINALS_MVP,,SUMMER
Teddy,2019,LCK,FINALS_MVP,,SPRING
Clid,2019,LCK,FINALS_MVP,,SUMMER
Cuzz,2020,LCK,FINALS_MVP,,SPRING
Nuguri,2020,LCK,FINALS_MVP,,SUMMER
Khan,2021,LCK,FINALS_MVP,,SPRING
ShowMaker,2021,LCK,FINALS_MVP,,SUMMER
Peanut,2022,LCK,FINALS_MVP,,SUMMER
Chovy,2023,LCK,FINALS_MVP,,SUMMER
Zeka,2024,LCK,FINALS_MVP,,SUMMER

# ═══════════════════════════════════════════════════
# LCK ALL-PRO 1ST TEAM (2020~2024 — 행별 합산)
# ═══════════════════════════════════════════════════
# ── 2020 서머 ──
Nuguri,2020,LCK,ALLPRO_1ST,,SUMMER
Canyon,2020,LCK,ALLPRO_1ST,,SUMMER
ShowMaker,2020,LCK,ALLPRO_1ST,,SUMMER
# ? ADC 2020서머 1st — 미확인 (Ghost는 2nd)
BeryL,2020,LCK,ALLPRO_1ST,,SUMMER
Ghost,2020,LCK,ALLPRO_2ND,,SUMMER

# ── 2021 ──
# ? Canna,2021,LCK,ALLPRO_1ST,,NONE
Canyon,2021,LCK,ALLPRO_1ST,,SPRING
Faker,2021,LCK,ALLPRO_1ST,,NONE
Gumayusi,2021,LCK,ALLPRO_1ST,,NONE
Keria,2021,LCK,ALLPRO_1ST,,NONE
# ? 2021: TOP(Canna?) + Faker·Gumayusi·Keria 스플릿 미상

# ── 2022 ──
Zeus,2022,LCK,ALLPRO_1ST,,NONE
Canyon,2022,LCK,ALLPRO_1ST,,SPRING
Faker,2022,LCK,ALLPRO_1ST,,NONE
Gumayusi,2022,LCK,ALLPRO_1ST,,NONE
Keria,2022,LCK,ALLPRO_1ST,,NONE
# ? 2022: Canyon=SPRING 확정, 나머지 스플릿 미상

# ── 2023 ──
Zeus,2023,LCK,ALLPRO_1ST,,NONE
Oner,2023,LCK,ALLPRO_1ST,,NONE
Faker,2023,LCK,ALLPRO_1ST,,NONE
Gumayusi,2023,LCK,ALLPRO_1ST,,NONE
Keria,2023,LCK,ALLPRO_1ST,,NONE
# ? 2023: 전체 스플릿 미상

# ── 2024 스프링 ──
# ? Doran,2024,LCK,ALLPRO_1ST,,SPRING
Canyon,2024,LCK,ALLPRO_1ST,,SPRING
Chovy,2024,LCK,ALLPRO_1ST,,SPRING
# ? Delight,2024,LCK,ALLPRO_1ST,,SPRING
# ? 2024 스프링: TOP(Doran?)·SUP(Delight?) 확인 필요

# ── 2024 서머 ──
# ~ Kiin,2024,LCK,ALLPRO_1ST,,SUMMER
Canyon,2024,LCK,ALLPRO_1ST,,SUMMER
Chovy,2024,LCK,ALLPRO_1ST,,SUMMER
Peyz,2024,LCK,ALLPRO_1ST,,SUMMER
# ~ Lehends,2024,LCK,ALLPRO_1ST,,SUMMER
# ~ 2024 서머: Canyon·Chovy·Peyz 확정, Kiin(TOP)·Lehends(SUP) 젠지 라인업 추정

# ═══════════════════════════════════════════════════
# LEC (EU LCS) SEASON_MVP (§6.1 +6)
# 2013~2014: Playoffs MVP + Group Stage MVP 분리 형식 → SEASON_MVP 매핑 불가, 생략
# 2015~2022: 스플릿 단일 Season MVP → SEASON_MVP
# 2023~: Finals MVP 체제로 전환 → FINALS_MVP 섹션에 수록
# source: liquipedia.net/leagueoflegends/LCS/Europe/*/Spring|Summer
#         liquipedia.net/leagueoflegends/LEC/*/Spring|Summer|Winter
# ═══════════════════════════════════════════════════
FORG1VEN,2015,LEC,SEASON_MVP,,SPRING
YellOwStaR,2015,LEC,SEASON_MVP,,SUMMER
Trick,2016,LEC,SEASON_MVP,,SPRING
Trick,2016,LEC,SEASON_MVP,,SUMMER
Vizicsacsi,2017,LEC,SEASON_MVP,,SPRING
Rekkles,2017,LEC,SEASON_MVP,,SUMMER
Rekkles,2018,LEC,SEASON_MVP,,SPRING
Caps,2018,LEC,SEASON_MVP,,SUMMER
Caps,2019,LEC,SEASON_MVP,,SPRING
Jankos,2019,LEC,SEASON_MVP,,SUMMER
Jankos,2020,LEC,SEASON_MVP,,SPRING
Caps,2020,LEC,SEASON_MVP,,SUMMER
Rekkles,2021,LEC,SEASON_MVP,,SPRING
Inspired,2021,LEC,SEASON_MVP,,SUMMER
Vetheo,2022,LEC,SEASON_MVP,,SPRING
Nisqy,2022,LEC,SEASON_MVP,,SUMMER
# 2024 Summer Regular Season MVP (Finals MVP는 별도)
Ice,2024,LEC,SEASON_MVP,,SUMMER

# ═══════════════════════════════════════════════════
# LEC FINALS_MVP (2023~ 체제 전환 후 스플릿별 Finals MVP → +4)
# ═══════════════════════════════════════════════════
Caps,2023,LEC,FINALS_MVP,,WINTER
Chasy,2023,LEC,FINALS_MVP,,SPRING
Yike,2023,LEC,FINALS_MVP,,SUMMER
BrokenBlade,2024,LEC,FINALS_MVP,,WINTER
Caps,2024,LEC,FINALS_MVP,,SPRING
Caps,2024,LEC,FINALS_MVP,,SUMMER

# ═══════════════════════════════════════════════════
# LEC ALL-PRO 1ST TEAM (2020~ — 행별 합산)
# ═══════════════════════════════════════════════════
# ── 2020 스프링 ──
Alphari,2020,LEC,ALLPRO_1ST,,SPRING
Jankos,2020,LEC,ALLPRO_1ST,,SPRING
Perkz,2020,LEC,ALLPRO_1ST,,SPRING
Rekkles,2020,LEC,ALLPRO_1ST,,SPRING
Mikyx,2020,LEC,ALLPRO_1ST,,SPRING
# ── 2020 서머 ──
Alphari,2020,LEC,ALLPRO_1ST,,SUMMER
Shad0w,2020,LEC,ALLPRO_1ST,,SUMMER
Caps,2020,LEC,ALLPRO_1ST,,SUMMER
Patrik,2020,LEC,ALLPRO_1ST,,SUMMER
Kaiser,2020,LEC,ALLPRO_1ST,,SUMMER
# ── 2021 스프링 ──
Wunder,2021,LEC,ALLPRO_1ST,,SPRING
Jankos,2021,LEC,ALLPRO_1ST,,SPRING
Caps,2021,LEC,ALLPRO_1ST,,SPRING
Rekkles,2021,LEC,ALLPRO_1ST,,SPRING
Mikyx,2021,LEC,ALLPRO_1ST,,SPRING
# ── 2021 서머 ──
Odoamne,2021,LEC,ALLPRO_1ST,,SUMMER
Inspired,2021,LEC,ALLPRO_1ST,,SUMMER
Caps,2021,LEC,ALLPRO_1ST,,SUMMER
Rekkles,2021,LEC,ALLPRO_1ST,,SUMMER
Mikyx,2021,LEC,ALLPRO_1ST,,SUMMER
# ── 2022 스프링 ──
Odoamne,2022,LEC,ALLPRO_1ST,,SPRING
Malrang,2022,LEC,ALLPRO_1ST,,SPRING
Vetheo,2022,LEC,ALLPRO_1ST,,SPRING
Upset,2022,LEC,ALLPRO_1ST,,SPRING
Hylissang,2022,LEC,ALLPRO_1ST,,SPRING
# ── 2022 서머 ──
BrokenBlade,2022,LEC,ALLPRO_1ST,,SUMMER
Elyoya,2022,LEC,ALLPRO_1ST,,SUMMER
Nisqy,2022,LEC,ALLPRO_1ST,,SUMMER
UNF0RGIVEN,2022,LEC,ALLPRO_1ST,,SUMMER
Kaiser,2022,LEC,ALLPRO_1ST,,SUMMER
# ── 2023 윈터 ──
Photon,2023,LEC,ALLPRO_1ST,,WINTER
Elyoya,2023,LEC,ALLPRO_1ST,,WINTER
Caps,2023,LEC,ALLPRO_1ST,,WINTER
Hans sama,2023,LEC,ALLPRO_1ST,,WINTER
Mikyx,2023,LEC,ALLPRO_1ST,,WINTER
# ── 2023 스프링 ──
Chasy,2023,LEC,ALLPRO_1ST,,SPRING
Elyoya,2023,LEC,ALLPRO_1ST,,SPRING
Nisqy,2023,LEC,ALLPRO_1ST,,SPRING
Crownie,2023,LEC,ALLPRO_1ST,,SPRING
Hylissang,2023,LEC,ALLPRO_1ST,,SPRING
# ── 2023 서머 ──
BrokenBlade,2023,LEC,ALLPRO_1ST,,SUMMER
Yike,2023,LEC,ALLPRO_1ST,,SUMMER
Caps,2023,LEC,ALLPRO_1ST,,SUMMER
Hans sama,2023,LEC,ALLPRO_1ST,,SUMMER
Mikyx,2023,LEC,ALLPRO_1ST,,SUMMER
# ── 2024 윈터 ──
BrokenBlade,2024,LEC,ALLPRO_1ST,,WINTER
Yike,2024,LEC,ALLPRO_1ST,,WINTER
Caps,2024,LEC,ALLPRO_1ST,,WINTER
Hans sama,2024,LEC,ALLPRO_1ST,,WINTER
Mikyx,2024,LEC,ALLPRO_1ST,,WINTER
# ── 2024 스프링 ──
BrokenBlade,2024,LEC,ALLPRO_1ST,,SPRING
Razork,2024,LEC,ALLPRO_1ST,,SPRING
Caps,2024,LEC,ALLPRO_1ST,,SPRING
Ice,2024,LEC,ALLPRO_1ST,,SPRING
Jun,2024,LEC,ALLPRO_1ST,,SPRING
# ── 2024 서머 — 미수집 (검수 시 추가 요망) ──

# ═══════════════════════════════════════════════════
# LCS SEASON_MVP (§6.1 +6)
# 2013: 제도 미확인, 생략
# source: liquipedia.net/leagueoflegends/LCS/*/Spring|Summer
#         nexus.leagueoflegends.com (official 2019 awards)
# ═══════════════════════════════════════════════════
Bjergsen,2014,LCS,SEASON_MVP,,SPRING
Bjergsen,2015,LCS,SEASON_MVP,,SPRING
Rush,2015,LCS,SEASON_MVP,,SUMMER
Reignover,2016,LCS,SEASON_MVP,,SPRING
Bjergsen,2016,LCS,SEASON_MVP,,SUMMER
Arrow,2017,LCS,SEASON_MVP,,SPRING
Bjergsen,2017,LCS,SEASON_MVP,,SUMMER
Aphromoo,2018,LCS,SEASON_MVP,,SPRING
Doublelift,2018,LCS,SEASON_MVP,,SUMMER
CoreJJ,2019,LCS,SEASON_MVP,,SPRING
Doublelift,2019,LCS,SEASON_MVP,,SUMMER
Blaber,2020,LCS,SEASON_MVP,,SPRING
CoreJJ,2020,LCS,SEASON_MVP,,SUMMER
Blaber,2021,LCS,SEASON_MVP,,SPRING
Spica,2021,LCS,SEASON_MVP,,SUMMER
Summit,2022,LCS,SEASON_MVP,,SPRING
Inspired,2022,LCS,SEASON_MVP,,SUMMER
Berserker,2023,LCS,SEASON_MVP,,SPRING
jojopyun,2023,LCS,SEASON_MVP,,SUMMER
Quid,2024,LCS,SEASON_MVP,,SPRING
Impact,2024,LCS,SEASON_MVP,,SUMMER

# ═══════════════════════════════════════════════════
# LCS ALL-LCS 1ST TEAM (2020~ — 행별 합산)
# ═══════════════════════════════════════════════════
# ── 2020 스프링 ──
Licorice,2020,LCS,ALLPRO_1ST,,SPRING
Blaber,2020,LCS,ALLPRO_1ST,,SPRING
Nisqy,2020,LCS,ALLPRO_1ST,,SPRING
Zven,2020,LCS,ALLPRO_1ST,,SPRING
Vulcan,2020,LCS,ALLPRO_1ST,,SPRING
# ── 2020 서머 ──
Licorice,2020,LCS,ALLPRO_1ST,,SUMMER
Blaber,2020,LCS,ALLPRO_1ST,,SUMMER
Bjergsen,2020,LCS,ALLPRO_1ST,,SUMMER
Zven,2020,LCS,ALLPRO_1ST,,SUMMER
CoreJJ,2020,LCS,ALLPRO_1ST,,SUMMER
# ── 2021 스프링 ──
Alphari,2021,LCS,ALLPRO_1ST,,SPRING
Blaber,2021,LCS,ALLPRO_1ST,,SPRING
Perkz,2021,LCS,ALLPRO_1ST,,SPRING
Zven,2021,LCS,ALLPRO_1ST,,SPRING
CoreJJ,2021,LCS,ALLPRO_1ST,,SPRING
# ── 2021 서머 ──
Fudge,2021,LCS,ALLPRO_1ST,,SUMMER
Spica,2021,LCS,ALLPRO_1ST,,SUMMER
Jiizuke,2021,LCS,ALLPRO_1ST,,SUMMER
FBI,2021,LCS,ALLPRO_1ST,,SUMMER
CoreJJ,2021,LCS,ALLPRO_1ST,,SUMMER
# ── 2022 스프링 ──
Summit,2022,LCS,ALLPRO_1ST,,SPRING
Blaber,2022,LCS,ALLPRO_1ST,,SPRING
Bjergsen,2022,LCS,ALLPRO_1ST,,SPRING
Hans sama,2022,LCS,ALLPRO_1ST,,SPRING
CoreJJ,2022,LCS,ALLPRO_1ST,,SPRING
# ── 2022 서머 ──
Ssumday,2022,LCS,ALLPRO_1ST,,SUMMER
Inspired,2022,LCS,ALLPRO_1ST,,SUMMER
jojopyun,2022,LCS,ALLPRO_1ST,,SUMMER
Danny,2022,LCS,ALLPRO_1ST,,SUMMER
Vulcan,2022,LCS,ALLPRO_1ST,,SUMMER
# ── 2023 스프링 ──
Fudge,2023,LCS,ALLPRO_1ST,,SPRING
Blaber,2023,LCS,ALLPRO_1ST,,SPRING
Gori,2023,LCS,ALLPRO_1ST,,SPRING
Berserker,2023,LCS,ALLPRO_1ST,,SPRING
Vulcan,2023,LCS,ALLPRO_1ST,,SPRING
# ── 2023 서머 ──
Licorice,2023,LCS,ALLPRO_1ST,,SUMMER
Blaber,2023,LCS,ALLPRO_1ST,,SUMMER
jojopyun,2023,LCS,ALLPRO_1ST,,SUMMER
Berserker,2023,LCS,ALLPRO_1ST,,SUMMER
huhi,2023,LCS,ALLPRO_1ST,,SUMMER
# ── 2024 스프링 ──
Bwipo,2024,LCS,ALLPRO_1ST,,SPRING
River,2024,LCS,ALLPRO_1ST,,SPRING
Quid,2024,LCS,ALLPRO_1ST,,SPRING
Bvoy,2024,LCS,ALLPRO_1ST,,SPRING
Busio,2024,LCS,ALLPRO_1ST,,SPRING
# ── 2024 서머 ──
Impact,2024,LCS,ALLPRO_1ST,,SUMMER
Blaber,2024,LCS,ALLPRO_1ST,,SUMMER
APA,2024,LCS,ALLPRO_1ST,,SUMMER
Yeon,2024,LCS,ALLPRO_1ST,,SUMMER
CoreJJ,2024,LCS,ALLPRO_1ST,,SUMMER

# ═══════════════════════════════════════════════════
# LPL FINALS_MVP (FMVP — §6.1 +4)
# 2020+ — 이전 시대 데이터 미수집
# source: strafe.com, liquipedia.net
# ═══════════════════════════════════════════════════
LvMao,2020,LPL,FINALS_MVP,,SPRING
knight,2020,LPL,FINALS_MVP,,SUMMER
GALA,2021,LPL,FINALS_MVP,,SPRING
Scout,2021,LPL,FINALS_MVP,,SUMMER
# ~ Xiaohu,2022,LPL,FINALS_MVP,,SPRING
Yagao,2022,LPL,FINALS_MVP,,SUMMER
Ruler,2023,LPL,FINALS_MVP,,SPRING
knight,2023,LPL,FINALS_MVP,,SUMMER
Elk,2024,LPL,FINALS_MVP,,SPRING
knight,2024,LPL,FINALS_MVP,,SUMMER

# ═══════════════════════════════════════════════════
# LPL ALL-LPL 1ST TEAM (2020~ — 행별 합산)
# ═══════════════════════════════════════════════════
# ── 2020 스프링 ──
TheShy,2020,LPL,ALLPRO_1ST,,SPRING
Kanavi,2020,LPL,ALLPRO_1ST,,SPRING
Doinb,2020,LPL,ALLPRO_1ST,,SPRING
Puff,2020,LPL,ALLPRO_1ST,,SPRING
ShiauC,2020,LPL,ALLPRO_1ST,,SPRING
# ── 2020 서머 ──
TheShy,2020,LPL,ALLPRO_1ST,,SUMMER
Kanavi,2020,LPL,ALLPRO_1ST,,SUMMER
knight,2020,LPL,ALLPRO_1ST,,SUMMER
JackeyLove,2020,LPL,ALLPRO_1ST,,SUMMER
LvMao,2020,LPL,ALLPRO_1ST,,SUMMER
# ── 2021 스프링 ──
Xiaohu,2021,LPL,ALLPRO_1ST,,SPRING
Wei,2021,LPL,ALLPRO_1ST,,SPRING
Scout,2021,LPL,ALLPRO_1ST,,SPRING
Viper,2021,LPL,ALLPRO_1ST,,SPRING
Ming,2021,LPL,ALLPRO_1ST,,SPRING
# ── 2021 서머 ──
Xiaohu,2021,LPL,ALLPRO_1ST,,SUMMER
Tarzan,2021,LPL,ALLPRO_1ST,,SUMMER
Doinb,2021,LPL,ALLPRO_1ST,,SUMMER
Viper,2021,LPL,ALLPRO_1ST,,SUMMER
Ming,2021,LPL,ALLPRO_1ST,,SUMMER
# ── 2022 스프링 ──
Rich,2022,LPL,ALLPRO_1ST,,SPRING
Kanavi,2022,LPL,ALLPRO_1ST,,SPRING
Rookie,2022,LPL,ALLPRO_1ST,,SPRING
Photic,2022,LPL,ALLPRO_1ST,,SPRING
Ming,2022,LPL,ALLPRO_1ST,,SPRING
# ── 2022 서머 ──
369,2022,LPL,ALLPRO_1ST,,SUMMER
Tian,2022,LPL,ALLPRO_1ST,,SUMMER
Xiaohu,2022,LPL,ALLPRO_1ST,,SUMMER
JackeyLove,2022,LPL,ALLPRO_1ST,,SUMMER
Ming,2022,LPL,ALLPRO_1ST,,SUMMER
# ── 2023 스프링 ──
369,2023,LPL,ALLPRO_1ST,,SPRING
JieJie,2023,LPL,ALLPRO_1ST,,SPRING
Scout,2023,LPL,ALLPRO_1ST,,SPRING
Ruler,2023,LPL,ALLPRO_1ST,,SPRING
Meiko,2023,LPL,ALLPRO_1ST,,SPRING
# ── 2023 서머 ──
Bin,2023,LPL,ALLPRO_1ST,,SUMMER
Kanavi,2023,LPL,ALLPRO_1ST,,SUMMER
knight,2023,LPL,ALLPRO_1ST,,SUMMER
Ruler,2023,LPL,ALLPRO_1ST,,SUMMER
ON,2023,LPL,ALLPRO_1ST,,SUMMER
# ── 2024 스프링 ──
Bin,2024,LPL,ALLPRO_1ST,,SPRING
Kanavi,2024,LPL,ALLPRO_1ST,,SPRING
knight,2024,LPL,ALLPRO_1ST,,SPRING
Elk,2024,LPL,ALLPRO_1ST,,SPRING
ON,2024,LPL,ALLPRO_1ST,,SPRING
# ── 2024 서머 ──
Bin,2024,LPL,ALLPRO_1ST,,SUMMER
Tian,2024,LPL,ALLPRO_1ST,,SUMMER
knight,2024,LPL,ALLPRO_1ST,,SUMMER
GALA,2024,LPL,ALLPRO_1ST,,SUMMER
Meiko,2024,LPL,ALLPRO_1ST,,SUMMER
